Subject,Overall Frequency,Article-de,Article-en,Book-de,Book-en,Conference-de,Conference-en,Report-de,Report-en,Thesis-de,Thesis-en
Vergessen Motiv,1,0,0,1,0,0,0,0,0,0,0
Farbholzschnitt,1,0,0,1,0,0,0,0,0,0,0
Holzschnitt,1,0,0,1,0,0,0,0,0,0,0
Meeresplankton,1,0,0,1,0,0,0,0,0,0,0
Gnade,1,0,0,1,0,0,0,0,0,0,0
Italienischer Arbeitnehmer,1,0,0,1,0,0,0,0,0,0,0
Milliardär,1,0,0,1,0,0,0,0,0,0,0
Ziegenmilch,1,0,0,1,0,0,0,0,0,0,0
Schafmilch,1,0,0,1,0,0,0,0,0,0,0
Affektionsinteresse,1,0,0,0,0,0,0,0,0,1,0
Arbeitnehmerhaftung,1,0,0,0,0,0,0,0,0,1,0
Gewährschaftspflicht,1,0,0,0,0,0,0,0,0,1,0
Popularklage,1,0,0,0,0,0,0,0,0,1,0
Großregion,1,0,0,0,0,0,0,0,0,1,0
Vorerbe,1,0,0,0,0,0,0,0,0,1,0
Nacherbe,1,0,0,0,0,0,0,0,0,1,0
Bankgeheimnis,1,0,0,0,0,0,0,0,0,1,0
Kreditnehmer,1,0,0,0,0,0,0,0,0,1,0
Gesinnung,1,0,0,0,0,0,0,0,0,1,0
Freiheitliche demokratische Grundordnung,1,0,0,0,0,0,0,0,0,1,0
Systemtheoretische Pädagogik,1,0,0,1,0,0,0,0,0,0,0
Darmflora,1,0,0,1,0,0,0,0,0,0,0
Hochschulpartnerschaft,1,0,0,0,0,0,0,0,0,1,0
Sonderdelikt,1,0,0,0,0,0,0,0,0,1,0
Landesverfassung,1,0,0,0,0,0,0,0,0,1,0
Räuberischer Diebstahl,1,0,0,0,0,0,0,0,0,1,0
Räuberische Erpressung,1,0,0,0,0,0,0,0,0,1,0
Apotheke,1,0,0,0,0,0,0,0,0,1,0
Funktionswandel,1,0,0,0,0,0,0,0,0,1,0
Personalstruktur,1,0,0,0,0,0,0,0,0,1,0
Zahlungsbilanzpolitik,1,0,0,1,0,0,0,0,0,0,0
Krebskranker,1,0,0,1,0,0,0,0,0,0,0
Klavierspiel,1,0,0,1,0,0,0,0,0,0,0
Waisenhaus,1,0,0,1,0,0,0,0,0,0,0
Religiöser Zionismus,1,0,0,1,0,0,0,0,0,0,0
Paarberatung,1,0,0,1,0,0,0,0,0,0,0
Antitrinitarismus,1,0,0,1,0,0,0,0,0,0,0
Seherin,1,0,0,1,0,0,0,0,0,0,0
Videokunst,1,0,0,1,0,0,0,0,0,0,0
Geschlechterverhältnis Demographie,1,0,0,1,0,0,0,0,0,0,0
Soziale Auswahl,1,0,0,0,0,0,0,0,0,1,0
Selbstkostenpreis,1,0,0,0,0,0,0,0,0,1,0
Vertragliche Aufklärungspflicht,1,0,0,0,0,0,0,0,0,1,0
Benutzungszwang,1,0,0,0,0,0,0,0,0,1,0
Zufallsfund,1,0,0,0,0,0,0,0,0,1,0
Tarifpluralität,1,0,0,0,0,0,0,0,0,1,0
Markeninformation,1,0,0,0,0,0,0,0,0,1,0
Generalklausel,1,0,0,0,0,0,0,0,0,1,0
Biblizismus,1,0,0,0,0,0,0,0,0,1,0
Geosystem,1,0,0,1,0,0,0,0,0,0,0
Leistungsschutz,1,0,0,0,0,0,0,0,0,1,0
Versammlungsfreiheit,1,0,0,0,0,0,0,0,0,1,0
Hausrecht,1,0,0,0,0,0,0,0,0,1,0
Rechtsbeugung,1,0,0,0,0,0,0,0,0,1,0
Anhörungsrüge,1,0,0,0,0,0,0,0,0,1,0
Restitutionsklage,1,0,0,0,0,0,0,0,0,1,0
Außerordentlicher Rechtsbehelf,1,0,0,0,0,0,0,0,0,1,0
Eigenmarke,1,0,0,0,0,0,0,0,0,1,0
Rechtliches Gehör,1,0,0,0,0,0,0,0,0,1,0
Schenkungsteuer,1,0,0,0,0,0,0,0,0,1,0
Mathcad 2000,1,0,0,1,0,0,0,0,0,0,0
Heilerziehungspflege,1,0,0,1,0,0,0,0,0,0,0
FrontPage 2000,1,0,0,1,0,0,0,0,0,0,0
Engel Motiv,1,0,0,1,0,0,0,0,0,0,0
Geschlechtsbestimmung,1,0,0,1,0,0,0,0,0,0,0
Süßigkeit,1,0,0,1,0,0,0,0,0,0,0
Jemeniten,1,0,0,1,0,0,0,0,0,0,0
WordPress 3.4,1,0,0,1,0,0,0,0,0,0,0
Alternative Wohnform,1,0,0,1,0,0,0,0,0,0,0
Schlagwort Parole,1,0,0,0,0,0,0,0,0,1,0
Interkantonaler Vergleich,1,0,0,0,0,0,0,0,0,1,0
Entsorgungsbetrieb,1,0,0,0,0,0,0,0,0,1,0
Cost-plus-System,1,0,0,0,0,0,0,0,0,1,0
Einwohnergrößenklasse,1,0,0,0,0,0,0,0,0,1,0
Bedrohungsvorstellung,1,0,0,0,0,0,0,0,0,1,0
Verteilung Volkswirtschaft,1,0,0,0,0,0,0,0,0,1,0
Ausländisches Unternehmen,1,0,0,0,0,0,0,0,0,1,0
Dokumentarischer Spielfilm,1,0,0,0,0,0,0,0,0,1,0
Zweckveranlasser,1,0,0,0,0,0,0,0,0,1,0
Einstweiliger Rechtsschutz,1,0,0,0,0,0,0,0,0,1,0
Grime,1,0,0,1,0,0,0,0,0,0,0
Fröbel-Material,1,0,0,1,0,0,0,0,0,0,0
Thronfolger,1,0,0,1,0,0,0,0,0,0,0
Auslieferungsrecht,1,0,0,0,0,0,0,0,0,1,0
Preismissbrauch,1,0,0,0,0,0,0,0,0,1,0
Gesetzesvorbehalt,1,0,0,0,0,0,0,0,0,1,0
Tarifeinheit,1,0,0,0,0,0,0,0,0,1,0
Schuljahr 2-4,1,0,0,0,0,0,0,0,0,1,0
Addition,1,0,0,0,0,0,0,0,0,1,0
Managerherrschaft,1,0,0,0,0,0,0,0,0,1,0
Wirtschaftsförderungsgesellschaft,1,0,0,1,0,0,0,0,0,0,0
Religiöser Sozialismus,1,0,0,1,0,0,0,0,0,0,0
Sexualmord Motiv,1,0,0,0,0,0,0,0,0,1,0
Föderiertes System,1,0,0,0,0,0,0,0,0,1,0
Politische Werbung,1,0,0,0,0,0,0,0,0,1,0
PR-Agentur,1,0,0,0,0,0,0,0,0,1,0
Kreditrecht,1,0,0,0,0,0,0,0,0,1,0
Bewilligung,1,0,0,0,0,0,0,0,0,1,0
Crip-Walk,1,0,0,0,0,0,0,0,0,1,0
Seearbeitsrecht,1,0,0,0,0,0,0,0,0,1,0
Heuerverhältnis,1,0,0,0,0,0,0,0,0,1,0
Risikostrukturausgleich,1,0,0,0,0,0,0,0,0,1,0
Günstigkeitsprinzip,1,0,0,0,0,0,0,0,0,1,0
Rücknahme,1,0,0,0,0,0,0,0,0,1,0
Gemeindetyp,1,0,0,0,0,0,0,0,0,1,0
Martinshorn,1,0,0,0,0,0,0,0,0,1,0
Risikokind,1,0,0,0,0,0,0,0,0,1,0
Brennstoffcharakteristik,1,0,0,0,0,0,0,0,0,1,0
Gas-Dieselmotor,1,0,0,0,0,0,0,0,0,1,0
Kroatin,1,0,0,1,0,0,0,0,0,0,0
Landpachtrecht,1,0,0,1,0,0,0,0,0,0,0
Berufsfeld Sozialwesen,1,0,0,1,0,0,0,0,0,0,0
Adobe After Effects CS6,1,0,0,1,0,0,0,0,0,0,0
Dreamweaver CS6,1,0,0,1,0,0,0,0,0,0,0
Adobe InDesign CS6,1,0,0,1,0,0,0,0,0,0,0
Adobe Photoshop CS,1,0,0,1,0,0,0,0,0,0,0
Bücherregal,1,0,0,1,0,0,0,0,0,0,0
Orientierungsstufe,1,0,0,1,0,0,0,0,0,0,0
Flachdach,1,0,0,1,0,0,0,0,0,0,0
Kaktusgewächse,1,0,0,1,0,0,0,0,0,0,0
Libido,1,0,0,1,0,0,0,0,0,0,0
Preisüberwachung,1,0,0,0,0,0,0,0,0,1,0
Komparation,1,0,0,0,0,0,0,0,0,1,0
Intelligenzleistung,1,0,0,0,0,0,0,0,0,1,0
Indikation,1,0,0,0,0,0,0,0,0,1,0
Ethereum,1,0,0,1,0,0,0,0,0,0,0
DApp Software,1,0,0,1,0,0,0,0,0,0,0
"Befreiungskriege 1813-1815, Motiv",1,0,0,1,0,0,0,0,0,0,0
Mitsein,1,0,0,1,0,0,0,0,0,0,0
Ostslawische Sprachen,1,0,0,1,0,0,0,0,0,0,0
Menäum,1,0,0,1,0,0,0,0,0,0,0
Fairness Opinion,1,0,0,0,0,0,0,0,0,1,0
Ersatzfreiheitsstrafe,1,0,0,0,0,0,0,0,0,1,0
Hypnotherapie,1,0,0,0,0,0,0,0,0,1,0
Exportförderung,1,0,0,0,0,0,0,0,0,1,0
Sonderrecht,1,0,0,0,0,0,0,0,0,1,0
Blaulicht,1,0,0,0,0,0,0,0,0,1,0
Selbstkongruenz,1,0,0,0,0,0,0,0,0,1,0
Geschäftsbesorgung,1,0,0,0,0,0,0,0,0,1,0
Girovertrag,1,0,0,0,0,0,0,0,0,1,0
Pfändung,1,0,0,0,0,0,0,0,0,1,0
Bankkonto,1,0,0,0,0,0,0,0,0,1,0
Geschäftsbericht,1,0,0,0,0,0,0,0,0,1,0
Multi-Level-Marketing,1,0,0,0,0,0,0,0,0,1,0
Betrieblicher Ausbildungsplan,1,0,0,0,0,0,0,0,0,1,0
Reggae,1,0,0,0,0,0,0,0,0,1,0
Gospelsong,1,0,0,0,0,0,0,0,0,1,0
Neues geistliches Lied,1,0,0,0,0,0,0,0,0,1,0
Skalenertrag,1,0,0,0,0,0,0,0,0,1,0
Berufliches Gymnasium,1,0,0,0,0,0,0,0,0,1,0
Volkshochschule,1,0,0,0,0,0,0,0,0,1,0
Folgerichtigkeit,1,0,0,0,0,0,0,0,0,1,0
Hoheitsbetrieb,1,0,0,0,0,0,0,0,0,1,0
Pedelec,1,0,0,0,0,0,0,0,0,1,0
Unmittelbare Wirkung,1,0,0,0,0,0,0,0,0,1,0
Paralleler Hybrid,1,0,0,0,0,0,0,0,0,1,0
Zugkraft,1,0,0,0,0,0,0,0,0,1,0
Lastkollektiv,1,0,0,0,0,0,0,0,0,1,0
SPSS 10.0 für WINDOWS,1,0,0,1,0,0,0,0,0,0,0
Hilflosigkeit,1,0,0,1,0,0,0,0,0,0,0
Sozialisationsstörung,1,0,0,1,0,0,0,0,0,0,0
Massaker von Canudo,1,0,0,1,0,0,0,0,0,0,0
Gebrauchtwagen,1,0,0,1,0,0,0,0,0,0,0
Raubüberfall,1,0,0,1,0,0,0,0,0,0,0
Kultgerät,1,0,0,1,0,0,0,0,0,0,0
SAP Query,1,0,0,1,0,0,0,0,0,0,0
Sensation,1,0,0,1,0,0,0,0,0,0,0
LibreOffice 3.5,1,0,0,1,0,0,0,0,0,0,0
Vorschlag,1,0,0,0,0,0,0,0,0,1,0
Weibliche Rechtsradikale,1,0,0,0,0,0,0,0,0,1,0
Omnibusnetz,1,0,0,0,0,0,0,0,0,1,0
Mannschaftssportler,1,0,0,0,0,0,0,0,0,1,0
Kurspflege,1,0,0,0,0,0,0,0,0,1,0
Downsizing,1,0,0,0,0,0,0,0,0,1,0
Behindertenwohnung,1,0,0,1,0,0,0,0,0,0,0
Hotelfachmann,1,0,0,1,0,0,0,0,0,0,0
Hotelfachfrau,1,0,0,1,0,0,0,0,0,0,0
Eichenwald,1,0,0,1,0,0,0,0,0,0,0
Sonderberichterstatter,1,0,0,1,0,0,0,0,0,0,0
Personalkontrolle,1,0,0,1,0,0,0,0,0,0,0
GIMP 2.8,1,0,0,1,0,0,0,0,0,0,0
HIV-Infizierter,1,0,0,1,0,0,0,0,0,0,0
Berliner Schule Film,1,0,0,0,0,0,0,0,0,1,0
Autorenfilme,1,0,0,0,0,0,0,0,0,1,0
Schuljahr 4,1,0,0,0,0,0,0,0,0,1,0
Differenzdruckmessung,1,0,0,0,0,0,0,0,0,1,0
Veraschen,1,0,0,0,0,0,0,0,0,1,0
Sakramentalität,1,0,0,1,0,0,0,0,0,0,0
Austauschschülerin,1,0,0,1,0,0,0,0,0,0,0
Kommentator,1,0,0,1,0,0,0,0,0,0,0
Gruppenleitung,1,0,0,1,0,0,0,0,0,0,0
Gartenboden,1,0,0,1,0,0,0,0,0,0,0
Wärmeerzeugung,1,0,0,1,0,0,0,0,0,0,0
Kurvenintegral,1,0,0,1,0,0,0,0,0,0,0
Druckvorlage,1,0,0,1,0,0,0,0,0,0,0
Kostenvergleich,1,0,0,1,0,0,0,0,0,0,0
Produktivitätstheorie,1,0,0,1,0,0,0,0,0,0,0
Pre-trial discovery,1,0,0,0,0,0,0,0,0,1,0
Veranstaltungshalle,1,0,0,0,0,0,0,0,0,1,0
Sportstättenbau,1,0,0,0,0,0,0,0,0,1,0
Doppelstöckige Personengesellschaft,1,0,0,0,0,0,0,0,0,1,0
Negative Koalitionsfreiheit,1,0,0,0,0,0,0,0,0,1,0
Tropfengrößenbestimmung,1,0,0,0,0,0,0,0,0,1,0
Particle-Tracking-Velocimetry,1,0,0,0,0,0,0,0,0,1,0
Nasse Fahrbahn,1,0,0,0,0,0,0,0,0,1,0
Internationales Kartellrecht,1,0,0,0,0,0,0,0,0,1,0
Unterrichtsstil,1,0,0,0,0,0,0,0,0,1,0
Ansiedlung,1,0,0,0,0,0,0,0,0,1,0
Wiederaufnahme,1,0,0,0,0,0,0,0,0,1,0
Philosophiegeschichte Fach,1,0,0,1,0,0,0,0,0,0,0
Kontoüberziehung,1,0,0,0,0,0,0,0,0,1,0
Ausscheiden,1,0,0,0,0,0,0,0,0,1,0
Abfindungsanspruch,1,0,0,0,0,0,0,0,0,1,0
Exilroman,1,0,0,0,0,0,0,0,0,1,0
Humorist,1,0,0,0,0,0,0,0,0,1,0
Textaufgabe,1,0,0,0,0,0,0,0,0,1,0
Schuljahr 3,1,0,0,0,0,0,0,0,0,1,0
Preisstarrheit,1,0,0,0,0,0,0,0,0,1,0
Syphilis,1,0,0,0,0,0,0,0,0,1,0
Kündigungsgrund,1,0,0,0,0,0,0,0,0,1,0
Schuldnerland,1,0,0,0,0,0,0,0,0,1,0
Basilika,1,0,0,1,0,0,0,0,0,0,0
Rambouillet Kosovo-Konferenz 1999,1,0,0,1,0,0,0,0,0,0,0
Schlachttiere,1,0,0,1,0,0,0,0,0,0,0
Motion 5,1,0,0,1,0,0,0,0,0,0,0
Final Cut Pro X,1,0,0,1,0,0,0,0,0,0,0
Erkenntniskritik,1,0,0,1,0,0,0,0,0,0,0
Ich-Bewusstsein,1,0,0,1,0,0,0,0,0,0,0
Unbehaustheit,1,0,0,1,0,0,0,0,0,0,0
Militärische Raumfahrt,1,0,0,1,0,0,0,0,0,0,0
Microsoft Virtual Server,1,0,0,1,0,0,0,0,0,0,0
VMware GSX Server,1,0,0,1,0,0,0,0,0,0,0
Lufthoheit,1,0,0,0,0,0,0,0,0,1,0
Kernenergie Motiv,1,0,0,0,0,0,0,0,0,1,0
Einbindung,1,0,0,0,0,0,0,0,0,1,0
Ansaugsystem,1,0,0,0,0,0,0,0,0,1,0
Pareto-Optimum,1,0,0,0,0,0,0,0,0,1,0
Fahrgeschwindigkeit,1,0,0,0,0,0,0,0,0,1,0
Bereitschaft,1,0,0,0,0,0,0,0,0,1,0
Kulturinstitut,1,0,0,0,0,0,0,0,0,1,0
Botschaft,1,0,0,0,0,0,0,0,0,1,0
Bruchmechanische Prüfung,1,0,0,0,0,0,0,0,0,1,0
Zweckübertragungstheorie,1,0,0,0,0,0,0,0,0,1,0
Urheberrechtsreform,1,0,0,0,0,0,0,0,0,1,0
Unbestimmter Rechtsbegriff,1,0,0,0,0,0,0,0,0,1,0
Elsass Motiv,1,0,0,0,0,0,0,0,0,1,0
Strafrichter,1,0,0,0,0,0,0,0,0,1,0
Vereidigter Buchprüfer,1,0,0,0,0,0,0,0,0,1,0
Liquiditätspräferenztheorie,1,0,0,0,0,0,0,0,0,1,0
Bankkredit,1,0,0,0,0,0,0,0,0,1,0
Wertforschung,1,0,0,0,0,0,0,0,0,1,0
Existenzanalyse,1,0,0,0,0,0,0,0,0,1,0
ActionScript 1.0,1,0,0,1,0,0,0,0,0,0,0
"Fliesen-, Platten- und Mosaikleger",1,0,0,1,0,0,0,0,0,0,0
Musikwissenschaftliches Studium,1,0,0,1,0,0,0,0,0,0,0
Übergangsritus,1,0,0,1,0,0,0,0,0,0,0
Firmung,1,0,0,1,0,0,0,0,0,0,0
Konfirmation,1,0,0,1,0,0,0,0,0,0,0
ActionScript 2.0,1,0,0,1,0,0,0,0,0,0,0
Geocaching,1,0,0,1,0,0,0,0,0,0,0
Ekstase Motiv,1,0,0,1,0,0,0,0,0,0,0
Kabelbaum,1,0,0,1,0,0,0,0,0,0,0
Computerkonferenz,1,0,0,1,0,0,0,0,0,0,0
Existenzielle Psychologie,1,0,0,1,0,0,0,0,0,0,0
Weltbilanz,1,0,0,0,0,0,0,0,0,1,0
Erbbaurecht,1,0,0,0,0,0,0,0,0,1,0
Vorbesitzer,1,0,0,0,0,0,0,0,0,1,0
Ehegatte,1,0,0,0,0,0,0,0,0,1,0
Einwilligungsfähigkeit,1,0,0,0,0,0,0,0,0,1,0
Ärztlicher Eingriff,1,0,0,0,0,0,0,0,0,1,0
Prozedurale Gerechtigkeitstheorie,1,0,0,0,0,0,0,0,0,1,0
Insolvenzverhütung,1,0,0,0,0,0,0,0,0,1,0
Aktives Wahlrecht,1,0,0,0,0,0,0,0,0,1,0
Schaumbeton,1,0,0,0,0,0,0,0,0,1,0
Kollegium,1,0,0,0,0,0,0,0,0,1,0
Gleichgewichtssinn,1,0,0,0,0,0,0,0,0,1,0
Antwortverhalten,1,0,0,0,0,0,0,0,0,1,0
Erlassvertrag,1,0,0,0,0,0,0,0,0,1,0
Wegfall,1,0,0,0,0,0,0,0,0,1,0
Spezialfonds,1,0,0,0,0,0,0,0,0,1,0
Mehrdimensionale Datenstruktur,1,0,0,0,0,0,0,0,0,1,0
Verunglimpfung,1,0,0,0,0,0,0,0,0,1,0
360-Grad-Feedback,1,0,0,0,0,0,0,0,0,1,0
Anti-Aging,1,0,0,0,0,0,0,0,0,1,0
Polnischer Arbeitnehmer,1,0,0,0,0,0,0,0,0,1,0
Exchange Server 2010,1,0,0,1,0,0,0,0,0,0,0
Gartenfest,1,0,0,1,0,0,0,0,0,0,0
Bergwirtschaft,1,0,0,1,0,0,0,0,0,0,0
Vorschule,1,0,0,1,0,0,0,0,0,0,0
Langzeittherapie,1,0,0,1,0,0,0,0,0,0,0
Rezidivprophylaxe,1,0,0,1,0,0,0,0,0,0,0
Hemisphärendominanz,1,0,0,1,0,0,0,0,0,0,0
Weltordnung Motiv,1,0,0,1,0,0,0,0,0,0,0
Tian,1,0,0,1,0,0,0,0,0,0,0
Trinkwasserverbrauch,1,0,0,1,0,0,0,0,0,0,0
Bauabnahme,1,0,0,1,0,0,0,0,0,0,0
Uhrenindustrie,1,0,0,0,0,0,0,0,0,1,0
Männliche Prostituierte,1,0,0,0,0,0,0,0,0,1,0
Unterstützungskasse,1,0,0,0,0,0,0,0,0,1,0
Repertory-grid-Technik,1,0,0,0,0,0,0,0,0,1,0
Batuku,1,0,0,0,0,0,0,0,0,1,0
Linearität,1,0,0,0,0,0,0,0,0,1,0
Blankettgesetz,1,0,0,0,0,0,0,0,0,1,0
Gesetzestechnik,1,0,0,0,0,0,0,0,0,1,0
Vetorecht,1,0,0,0,0,0,0,0,0,1,0
Übersetzungsgetriebe,1,0,0,0,0,0,0,0,0,1,0
Präzedenzfall,1,0,0,0,0,0,0,0,0,1,0
Besteuerungsgrundlage,1,0,0,0,0,0,0,0,0,1,0
Vierzylindermotor,1,0,0,0,0,0,0,0,0,1,0
Rußbildung,1,0,0,0,0,0,0,0,0,1,0
Planungsmanagement,1,0,0,0,0,0,0,0,0,1,0
Sozialversicherungsabkommen,1,0,0,0,0,0,0,0,0,1,0
Krankheitsverlauf,1,0,0,0,0,0,0,0,0,1,0
Literaturpädagogik,1,0,0,0,0,0,0,0,0,1,0
Gebrauchsmusterschutz,1,0,0,0,0,0,0,0,0,1,0
Unternehmensveräußerungsvertrag,1,0,0,0,0,0,0,0,0,1,0
Handwerksmeister,1,0,0,0,0,0,0,0,0,1,0
Laufrad Strömungsmaschine,1,0,0,0,0,0,0,0,0,1,0
Drehmasse,1,0,0,0,0,0,0,0,0,1,0
Güterverteilzentrale,1,0,0,0,0,0,0,0,0,1,0
Wareneingang,1,0,0,0,0,0,0,0,0,1,0
Kältemittelkreislauf,1,0,0,0,0,0,0,0,0,1,0
Anpassungsstörung,1,0,0,0,0,0,0,0,0,1,0
Rühren,1,0,0,0,0,0,0,0,0,1,0
Maßstabübertragung,1,0,0,0,0,0,0,0,0,1,0
Artikel Linguistik,1,0,0,0,0,0,0,0,0,1,0
Reifung,1,0,0,0,0,0,0,0,0,1,0
Türkischer Lehrer,1,0,0,0,0,0,0,0,0,1,0
Blackfacing,1,0,0,0,0,0,0,0,0,1,0
Kultbild,1,0,0,1,0,0,0,0,0,0,0
Krankenhausträger,1,0,0,0,0,0,0,0,0,1,0
Statue,1,0,0,1,0,0,0,0,0,0,0
Verlebendigung,1,0,0,1,0,0,0,0,0,0,0
Umgehungsgeschäft,1,0,0,0,0,0,0,0,0,1,0
Rechtfertigungsgrund,1,0,0,0,0,0,0,0,0,1,0
Gleichbehandlungsgrundsatz,1,0,0,0,0,0,0,0,0,1,0
Gemengelage Siedlung,1,0,0,0,0,0,0,0,0,1,0
Gesellschafterdarlehen,1,0,0,0,0,0,0,0,0,1,0
Vorweggenommene Erbfolge,1,0,0,0,0,0,0,0,0,1,0
Elektronische Fußfessel,1,0,0,0,0,0,0,0,0,1,0
Führungsaufsicht,1,0,0,0,0,0,0,0,0,1,0
Girosammelverwahrung,1,0,0,0,0,0,0,0,0,1,0
Direktanspruch,1,0,0,0,0,0,0,0,0,1,0
Rückzahlung,1,0,0,0,0,0,0,0,0,1,0
Grundbuchrecht,1,0,0,0,0,0,0,0,0,1,0
Kapitalerhaltung,1,0,0,0,0,0,0,0,0,1,0
Mietverhältnis,1,0,0,0,0,0,0,0,0,1,0
Standesrecht,1,0,0,0,0,0,0,0,0,1,0
Kurzberichterstattung,1,0,0,0,0,0,0,0,0,1,0
Fehlerberichtssystem,1,0,0,0,0,0,0,0,0,1,0
Gemeindepädagogik,1,0,0,1,0,0,0,0,0,0,0
Normverletzung,1,0,0,1,0,0,0,0,0,0,0
"Meteor Schiff, 1986-",1,0,0,1,0,0,0,0,0,0,0
Ringen,1,0,0,1,0,0,0,0,0,0,0
Schiffszimmerer,1,0,0,1,0,0,0,0,0,0,0
Hochmut,1,0,0,1,0,0,0,0,0,0,0
Trägheit,1,0,0,1,0,0,0,0,0,0,0
Geiz,1,0,0,1,0,0,0,0,0,0,0
Dynamische Analyse,1,0,0,1,0,0,0,0,0,0,0
Floristik,1,0,0,1,0,0,0,0,0,0,0
Blumenarrangement,1,0,0,1,0,0,0,0,0,0,0
Täuschung Motiv,1,0,0,1,0,0,0,0,0,0,0
Schein Motiv,1,0,0,1,0,0,0,0,0,0,0
Soziale Abhängigkeit,1,0,0,1,0,0,0,0,0,0,0
Nichtsesshaftigkeit,1,0,0,1,0,0,0,0,0,0,0
Militärdoktrin,1,0,0,1,0,0,0,0,0,0,0
Grafikdesigner,1,0,0,1,0,0,0,0,0,0,0
Web-Designer,1,0,0,1,0,0,0,0,0,0,0
Maxon CINEMA 4D 13,1,0,0,1,0,0,0,0,0,0,0
Betriebspädagogik,1,0,0,1,0,0,0,0,0,0,0
Individualtherapie,1,0,0,1,0,0,0,0,0,0,0
Enantiomere,1,0,0,0,0,0,0,0,0,1,0
Herrschendes Unternehmen,1,0,0,0,0,0,0,0,0,1,0
Rechtewahrnehmung,1,0,0,0,0,0,0,0,0,1,0
Zeichnungsbedingungen,1,0,0,0,0,0,0,0,0,1,0
Belehrungspflicht,1,0,0,0,0,0,0,0,0,1,0
Vermögensbindung,1,0,0,0,0,0,0,0,0,1,0
Klopfen,1,0,0,0,0,0,0,0,0,1,0
Gasgemisch,1,0,0,0,0,0,0,0,0,1,0
Klopffestigkeit,1,0,0,0,0,0,0,0,0,1,0
Erziehungsrente,1,0,0,0,0,0,0,0,0,1,0
Elternrecht,1,0,0,0,0,0,0,0,0,1,0
Mittäter,1,0,0,0,0,0,0,0,0,1,0
Geständnis,1,0,0,0,0,0,0,0,0,1,0
Besitzer,1,0,0,0,0,0,0,0,0,1,0
Akzessorietät,1,0,0,0,0,0,0,0,0,1,0
Volkstanz,1,0,0,1,0,0,0,0,0,0,0
Gesellschaftstanz,1,0,0,1,0,0,0,0,0,0,0
Nichteinmischung,1,0,0,0,0,0,0,0,0,1,0
Insolvenzstraftat,1,0,0,0,0,0,0,0,0,1,0
Handeln für einen anderen,1,0,0,0,0,0,0,0,0,1,0
Dopingkontrolle,1,0,0,0,0,0,0,0,0,1,0
Lebendspende,1,0,0,0,0,0,0,0,0,1,0
Werbeerfolg,1,0,0,0,0,0,0,0,0,1,0
Erdgaspolitik,1,0,0,0,0,0,0,0,0,1,0
Taxifahrer,1,0,0,0,0,0,0,0,0,1,0
Fahrgast,1,0,0,0,0,0,0,0,0,1,0
Liebesdichtung,1,0,0,1,0,0,0,0,0,0,0
Sehbehindertenpädagogik,1,0,0,1,0,0,0,0,0,0,0
Beta-Lactam-Resistenz,1,0,0,1,0,0,0,0,0,0,0
Auxiliar,1,0,0,1,0,0,0,0,0,0,0
Glykopeptide,1,0,0,1,0,0,0,0,0,0,0
Kundentyp,1,0,0,1,0,0,0,0,0,0,0
Makrozoobenthos,1,0,0,1,0,0,0,0,0,0,0
Jurastudentin,1,0,0,0,0,0,0,0,0,1,0
Lehramtsstudentin,1,0,0,0,0,0,0,0,0,1,0
Operette,1,0,0,0,0,0,0,0,0,1,0
Gasförmiger Kraftstoff,1,0,0,0,0,0,0,0,0,1,0
Methanzahl,1,0,0,0,0,0,0,0,0,1,0
Negative Zahl,1,0,0,0,0,0,0,0,0,1,0
Publizitätspflicht,1,0,0,0,0,0,0,0,0,1,0
Fahrwiderstand,1,0,0,0,0,0,0,0,0,1,0
Klimakammer,1,0,0,0,0,0,0,0,0,1,0
Wahn,1,0,0,0,0,0,0,0,0,1,0
Halluzination,1,0,0,0,0,0,0,0,0,1,0
Berufsakademie,1,0,0,0,0,0,0,0,0,1,0
Freihandelszone,1,0,0,0,0,0,0,0,0,1,0
Fructose,1,0,0,0,0,0,0,0,0,1,0
Wasserkühlung,1,0,0,0,0,0,0,0,0,1,0
Abgastemperatur,1,0,0,0,0,0,0,0,0,1,0
Stolz,1,0,0,0,0,0,0,0,0,1,0
Ladegerät,1,0,0,0,0,0,0,0,0,1,0
Zeichen Motiv,1,0,0,0,0,0,0,0,0,1,0
Erschöpfung Recht,1,0,0,0,0,0,0,0,0,1,0
Unterrichtszeit,1,0,0,0,0,0,0,0,0,1,0
Verkaufsgebietseinteilung,1,0,0,0,0,0,0,0,0,1,0
Khmu,1,0,0,0,0,0,0,0,0,1,0
Palaung,1,0,0,0,0,0,0,0,0,1,0
Formularvertrag,1,0,0,0,0,0,0,0,0,1,0
Urheberrechtsvertrag,1,0,0,0,0,0,0,0,0,1,0
Subjektiver Tatbestand,1,0,0,0,0,0,0,0,0,1,0
Suizidversuch,1,0,0,0,0,0,0,0,0,1,0
Externalismus,1,0,0,0,0,0,0,0,0,1,0
Internalismus,1,0,0,0,0,0,0,0,0,1,0
Eindeutigkeit,1,0,0,0,0,0,0,0,0,1,0
Sonntagsruhe,1,0,0,0,0,0,0,0,0,1,0
Feiertagsgesetz,1,0,0,0,0,0,0,0,0,1,0
Verwaltungshilfe,1,0,0,0,0,0,0,0,0,1,0
Rechtsschein,1,0,0,0,0,0,0,0,0,1,0
Unfallflucht,1,0,0,0,0,0,0,0,0,1,0
